ppl,input,output,index,answer,choice
6.014974783877594,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
disingenuous is to craftiness what",narcissistic is to appearance,4,4,2
6.628041630379979,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
disingenuous is to craftiness what",penitent is to wrongdoing,4,4,3
4.658574043607363,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
disingenuous is to craftiness what",surreptitious is to stealth,4,4,4
62.30020295748944,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
calculator is to compute what",plug is to insert,5,1,0
30.077908059686997,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
calculator is to compute what",clamp is to grip,5,1,1
39.30562526961899,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
calculator is to compute what",saddle is to straddle,5,1,2
20.013404291617167,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
calculator is to compute what",bridge is to suspend,5,1,3
23.343078186907118,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
calculator is to compute what",incinerator is to warm,5,1,4
16.019512743002974,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
lens is to glass what",well is to water,6,2,0
9.040657646297774,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
lens is to glass what",saw is to wood,6,2,1
22.28059001668747,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
lens is to glass what",sweater is to wool,6,2,2
16.84356038057548,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
lens is to glass what",fuel is to fire,6,2,3
4.589973100637055,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
lens is to glass what",ink is to paper,6,2,4
4.40868428891693,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
flowers is to florist what",rings is to jeweler,7,0,0
4.162890597688513,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
flowers is to florist what",pharmacy is to pharmacist,7,0,1
8.451136650622448,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
flowers is to florist what",roses is to arrangement,7,0,2
8.663988284965658,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
flowers is to florist what",wedding is to caterer,7,0,3
4.034290562479561,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
flowers is to florist what",stethoscope is to doctor,7,0,4
13.9871260758683,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
puppeteer is to marionette what",teacher is to textbook,8,2,0
6.085221592802841,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
puppeteer is to marionette what",ballerina is to leotard,8,2,1
5.66230969601601,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
puppeteer is to marionette what",hypnotist is to subject,8,2,2
11.074967757414596,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
puppeteer is to marionette what",lawyer is to criminal,8,2,3
22.267791517038603,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
puppeteer is to marionette what",manager is to baseball,8,2,4
5.982715884556985,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
berate is to criticize what",goad is to urge,9,0,0
12.41409110338578,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
berate is to criticize what",accuse is to apologize,9,0,1
16.69656800883323,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
berate is to criticize what",regret is to remember,9,0,2
9.094882885105244,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
berate is to criticize what",betray is to follow,9,0,3
14.049264122260915,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
berate is to criticize what",evaluate is to praise,9,0,4
77.06067111057843,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
abbreviation is to word what",laminate is to layer,10,4,0
103.65118435074251,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
abbreviation is to word what",inhibit is to idea,10,4,1
25.262094443770756,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
abbreviation is to word what",expedite is to mail,10,4,2
49.17280275277597,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
abbreviation is to word what",invoke is to deity,10,4,3
5.358168005171823,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
abbreviation is to word what",abridge is to book,10,4,4
10.11815216390223,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
dodo is to bird what",horse is to mule,11,1,0
2.329945055645035,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
dodo is to bird what",dinosaur is to reptile,11,1,1
6.653231918137335,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
dodo is to bird what",venom is to snake,11,1,2
3.399123676946276,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
dodo is to bird what",rooster is to hen,11,1,3
10.209894954926096,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
dodo is to bird what",dog is to puppy,11,1,4
14.766866365898212,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
cooperation is to collusion what",evidence is to proof,12,3,0
21.001348679147696,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
cooperation is to collusion what",achievement is to reward,12,3,1
19.486005120061822,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
cooperation is to collusion what",damage is to compensation,12,3,2
7.630383523277919,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
cooperation is to collusion what",imitation is to forgery,12,3,3
5.584107899999707,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
cooperation is to collusion what",emotion is to ecstasy,12,3,4
18.464732480421322,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
decibel is to sound what",ingredient is to food,13,3,0
11.772857959195209,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
decibel is to sound what",ruler is to length,13,3,1
58.25207758198963,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
decibel is to sound what",calories is to menu,13,3,2
4.013723033295416,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
decibel is to sound what",degree is to temperature,13,3,3
10.41255048602558,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
decibel is to sound what",headphones is to music,13,3,4
10.882448274057017,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
insubordination is to punishment what",evening is to night,14,3,0
21.80374090718366,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
insubordination is to punishment what",earthquake is to tornado,14,3,1
13.735201321657868,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
insubordination is to punishment what",candor is to falsehood,14,3,2
7.212332499964991,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
insubordination is to punishment what",heroism is to praise,14,3,3
14.235520161355453,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
insubordination is to punishment what",fine is to penalty,14,3,4
34.62111079161896,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
tunnel is to mine what",conduit is to fluid,15,4,0
28.361949134007766,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
tunnel is to mine what",corner is to intersection,15,4,1
18.694575191928838,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
tunnel is to mine what",sign is to detour,15,4,2
27.461228442351377,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
tunnel is to mine what",aisle is to seat,15,4,3
13.39214882663398,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
tunnel is to mine what",corridor is to building,15,4,4
5.477753314785517,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
antibiotic is to infection what",thermometer is to fever,16,4,0
5.459702881850889,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
antibiotic is to infection what",anesthesia is to surgery,16,4,1
3.7899827200563543,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
antibiotic is to infection what",vaccine is to inoculation,16,4,2
7.603952403524807,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
antibiotic is to infection what",antiseptic is to alcohol,16,4,3
2.0505938949410103,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
antibiotic is to infection what",antidote is to poisoning,16,4,4
62.76215858949362,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
asteroid is to planet what",quibble is to objection,17,0,0
3.6560471365011704,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
asteroid is to planet what",gravel is to sand,17,0,1
5.208340499830357,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
asteroid is to planet what",mountain is to hill,17,0,2
8.045869264770678,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
asteroid is to planet what",wood is to splinter,17,0,3
13.025926768091852,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
asteroid is to planet what",radio is to television,17,0,4
23.95027611681789,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
constellation is to stars what",construction is to houses,18,4,0
5.294106744456447,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
constellation is to stars what",honey is to bees,18,4,1
9.778214010087472,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
constellation is to stars what",map is to boundaries,18,4,2
20.371993906775604,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
constellation is to stars what",train is to passengers,18,4,3
11.43105909961791,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
constellation is to stars what",range is to mountains,18,4,4
7.241662224337297,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
incorrigible is to reformed what",unnerving is to irritated,19,4,0
8.86768752482284,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
incorrigible is to reformed what",innocuous is to harmed,19,4,1
61.54100925134877,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
incorrigible is to reformed what",irrelevant is to verified,19,4,2
8.110188021670286,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
incorrigible is to reformed what",insolvent is to dissolved,19,4,3
3.985371715747648,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
incorrigible is to reformed what",indelible is to erased,19,4,4
6.2631353532572485,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
banana is to peel what",egg is to crack,20,4,0
10.48012773618476,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
banana is to peel what",carrot is to uproot,20,4,1
1.603695036097111,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
banana is to peel what",apple is to core,20,4,2
5.250728970896333,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
banana is to peel what",bread is to slice,20,4,3
3.6068498306366767,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
banana is to peel what",corn is to husk,20,4,4
13.495054617289703,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shallow is to depth what",salty is to ocean,21,4,0
31.65415782192573,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shallow is to depth what",cloudy is to height,21,4,1
16.529378341109844,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shallow is to depth what",lurid is to shock,21,4,2
13.752407682478223,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shallow is to depth what",pious is to faith,21,4,3
17.394954467536138,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
shallow is to depth what",apathetic is to caring,21,4,4
4.113501830131738,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
hoard is to save what",economize is to spend,22,1,0
33.00647072185711,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
hoard is to save what",revere is to admire,22,1,1
10.752561495293463,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
hoard is to save what",sulk is to roar,22,1,2
56.1356451174,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
hoard is to save what",flirt is to giggle,22,1,3
28.039576874074687,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
hoard is to save what",ignore is to notice,22,1,4
6.361639493550662,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
pariah is to ostracism what",idol is to adulation,23,0,0
27.266141770084747,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
pariah is to ostracism what",gourmand is to food,23,0,1
11.031832633019588,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
pariah is to ostracism what",scapegoat is to symbol,23,0,2
55.145647283527495,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
pariah is to ostracism what",collector is to ownership,23,0,3
23.823066616200727,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
pariah is to ostracism what",protagonist is to narrative,23,0,4
13.3286168714417,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
journal is to article what",dance is to ballet,24,3,0
3.1994026023313364,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
journal is to article what",magazine is to cover,24,3,1
99.1503837969355,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
journal is to article what",set is to scenery,24,3,2
7.285464577268964,"winter is to christmas what winter is to snowstorms
electricity is to tv what electricity is to lamp
pencil is to write what telephone is to call
school is to student what refrigerator is to food
snacks is to chips what utensils is to forks
journal is to article what",anthology is to poem,24,3,3
